"name","artists","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"Hips Don't Lie - Radio Edit","The Remix Factory, Fatman Scoop, Angelo Flow, Anjii Cii","185624","Hips Don't Lie","2023-07-11","0.817","0.713","10","-6.799","0","0.0441","0.0054","5.91e-05","0.159","0.75","124.97"
"fix net normal","AUT of ORDA","185294","fix net normal","2023-10-20","0.561","0.75","2","-6.271","1","0.0559","0.156","0.0","0.0575","0.713","152.933"
"No soy Eterno","Bizarrap, Milo j","151468","en dormir sin Madrid","2023-10-04","0.564","0.402","2","-6.488","0","0.329","0.44","6.25e-05","0.308","0.628","121.45"
"Your Essence","Siles Hendrix","158000","Undefined 2 : The Double Back","2020-11-18","0.582","0.554","4","-8.454","0","0.571","0.548","0.0","0.152","0.276","134.22"
"Take a Trip - Remastered","M4SE","103304","Journey","2023-08-25","0.474","0.647","11","-9.875","0","0.181","0.000397","0.0","0.536","0.182","143.018"
"Shooter","Chris Brown","210628","11:11","2023-11-09","0.537","0.767","10","-6.58","0","0.0693","0.135","2.73e-05","0.108","0.345","110.003"
"ТРИ ПОЛОСИ","Jerry Heil","158608","ТРИ ПОЛОСИ","2023-11-02","0.813","0.803","11","-3.354","0","0.133","0.0864","0.0","0.273","0.395","114.993"
"RESTORAN","Motive","154305","ROMANTİK","2023-06-16","0.614","0.455","4","-10.389","0","0.293","0.68","7.61e-05","0.289","0.468","103.113"
"Diva Yorgun","Melike Şahin","259703","Diva Yorgun","2023-06-16","0.616","0.882","5","-6.568","1","0.0894","0.329","1.76e-06","0.191","0.639","134.046"
"Tövbe","Derya Bedavacı","192166","Tövbe","2023-07-01","0.675","0.739","9","-4.923","0","0.0717","0.217","0.0","0.281","0.421","141.932"
"ZOMBIE","HAVAL, Yasin","155725","ZOMBIE","2023-10-27","0.753","0.71","6","-6.31","0","0.0809","0.311","0.000398","0.115","0.413","130.996"
"EXTEND","C.Gambino","149243","SILENT HILLS","2023-11-03","0.873","0.805","10","-8.316","0","0.199","0.267","0.757","0.505","0.78","119.022"
"Da Elly 7sal - دا اللي حصل","Balqees","252488","Da Elly 7sal (دا اللي حصل)","2023-02-13","0.502","0.63","2","-6.503","0","0.0497","0.526","1.88e-06","0.0334","0.918","83.542"
"Spune-mi","Holy Molly, RAVA","187500","Spune-mi","2023-09-29","0.556","0.697","0","-6.13","0","0.0398","0.147","0.0","0.197","0.257","127.938"
"Colegi de apartament","Vescan, Eva Timush","237705","Colegi de apartament","2023-03-06","0.69","0.703","9","-5.876","0","0.164","0.539","0.000369","0.177","0.486","170.006"
"Lua","Ivandro","192631","Lua","2022-02-18","0.629","0.348","3","-10.154","0","0.0854","0.843","0.000107","0.117","0.35","152.088"
"ER DETTE TIL Å OVERLEVE","Beathoven, Randi Oline","166615","ER DETTE TIL Å OVERLEVE","2023-10-13","0.7","0.802","8","-6.627","0","0.0684","0.0576","0.000226","0.0955","0.501","130.016"
"Løsningsorienterte","Ari Bajgora","173465","Løsningsorienterte","2023-11-16","0.57","0.573","2","-9.901","1","0.267","0.523","0.0","0.125","0.406","102.773"
"Klokkie","Kevin, Lijpe","205732","Wonderland","2023-11-16","0.526","0.594","7","-7.444","1","0.431","0.261","0.0","0.142","0.371","83.653"
"Alleen Zijn","Kevin, Idaly","196683","Wonderland","2023-11-16","0.74","0.477","1","-8.952","0","0.315","0.158","1.54e-06","0.212","0.496","99.15"
"Kevin Barry","Kevin","183714","Wonderland","2023-11-16","0.715","0.499","6","-8.508","1","0.346","0.0347","0.000138","0.373","0.5","82.037"
"Don't Leave","Rema","185500","RAVAGE","2023-10-26","0.677","0.78","1","-5.098","1","0.0667","0.00423","0.0","0.619","0.582","104.987"
"Awon Akokalashika","Bolisco, manny monie, G.O.E","111464","Awon Akokalashika","2023-10-05","0.82","0.858","7","-5.609","1","0.503","0.603","0.0","0.378","0.643","130.894"
"Chupón","El Gudi, Yeri Mua, Jey F, Alan Dazmel, Oviña","201084","Chupón","2023-08-25","0.731","0.751","8","-6.642","1","0.216","0.158","0.000353","0.113","0.927","195.993"
"מחכה","Idan Rafael Haviv","211493","כל פעם קצת","2011-01-01","0.514","0.888","7","-4.502","1","0.0278","0.0717","3.4e-05","0.183","0.517","132.973"
"Mélodie","OBOY","165701","Mafana","2020-07-03","0.781","0.536","0","-8.188","1","0.125","0.36","2.21e-06","0.0797","0.524","95.034"
"10.03.2023","Werenoi","160000","Carré","2023-03-10","0.791","0.635","5","-6.202","0","0.266","0.333","0.0","0.15","0.569","119.989"
"Ruotsinlaiva","Mikael Gabriel","210911","Ruotsinlaiva","2023-11-09","0.804","0.631","11","-5.966","1","0.0335","0.0802","0.0","0.0788","0.822","119.988"
"Rakkauteen","Lauri Haav","188153","Aino","2023-10-26","0.49","0.313","9","-9.539","0","0.0666","0.611","0.0","0.0921","0.153","116.149"
"SKYLINE","ibe","210466","RÄPPÄRI","2023-11-03","0.804","0.626","8","-6.851","1","0.0499","0.0345","0.00502","0.107","0.446","130.028"
"Onks mitään parempaa","Lauri Haav","227319","Aino","2023-10-26","0.488","0.815","7","-5.133","1","0.467","0.105","0.0","0.519","0.0925","76.334"
"1∞% (Infinity)","Costi, JVG","185231","Coast to Costi","2023-11-16","0.758","0.662","1","-5.726","1","0.0671","0.039","0.000286","0.203","0.42","98.998"
"GATITA GANGSTER","KAROL G, Dei V","170920","MAÑANA SERÁ BONITO (BICHOTA SEASON)","2023-08-10","0.826","0.552","10","-5.167","0","0.144","0.167","6.23e-06","0.101","0.532","96.981"
"Eva Longoria","Ozuna, Davido","199850","Afro","2023-05-26","0.615","0.676","7","-6.235","0","0.148","0.163","0.00492","0.0976","0.566","196.076"
"Konty Olely","Mohammed Saeed","169732","Konty Olely","2021-11-30","0.66","0.24","5","-14.745","0","0.148","0.94","0.083","0.116","0.368","139.932"
"Quien Dijo","Yaisel LM, Hansel El De La H","124137","Quien Dijo","2023-04-12","0.725","0.661","8","-3.724","1","0.46","0.131","0.0","0.258","0.788","115.636"
"Du & Jeg","Gilli","173024","Kiko Club","2023-11-02","0.797","0.75","9","-5.979","1","0.237","0.116","0.0","0.103","0.507","128.913"
"Lass mich gehen","AYLIVA","157160","Schwarzes Herz","2023-08-25","0.38","0.545","5","-6.381","0","0.0451","0.114","0.000108","0.12","0.302","178.182"
"In deinen Armen","AYLIVA","141318","Schwarzes Herz","2023-08-25","0.651","0.591","9","-5.972","0","0.0389","0.135","0.0","0.233","0.159","125.036"
"2 Germans (feat. Gzuz)","Luciano, Gzuz","149443","2 Germans (feat. Gzuz)","2023-10-26","0.776","0.714","1","-5.705","1","0.335","0.0283","0.0","0.227","0.433","161.015"
"KETAMIN","YAKARY","172245","KETAMIN","2023-06-16","0.601","0.769","5","-5.504","0","0.394","0.0796","0.0","0.136","0.527","86.891"
"Prázdno","Sofian Medjmedj, STEIN27","170275","Prázdno","2022-06-17","0.64","0.653","0","-7.868","0","0.0358","0.05","0.0","0.0585","0.424","120.027"
"Ojos Azules","Blessd, Peso Pluma, SOG","188571","Ojos Azules","2023-08-24","0.904","0.814","2","-4.39","0","0.181","0.344","0.000117","0.0981","0.803","98.004"
"Virginia Beach","Drake","251094","For All The Dogs","2023-10-06","0.402","0.514","1","-7.322","0","0.0471","0.106","0.0","0.181","0.2","120.009"
"Ржавый","Кишлак","140714","СХИК2","2023-11-10","0.526","0.571","6","-9.309","0","0.0566","0.0304","0.00607","0.0872","0.0845","140.04"
"Legit Check","FRIENDLY THUG 52 NGG, Big Baby Tape","157200","Cristoforo Colombo","2023-11-03","0.792","0.562","10","-9.149","0","0.445","0.516","0.0","0.103","0.662","99.904"
"Insomnia","Trap19 Connection, Kotenceto","188774","TOP CONNECTION","2022-12-20","0.697","0.496","11","-7.781","1","0.081","0.0841","0.0","0.14","0.291","103.019"
"Аутро - 2/2","Molec, Ernesto Valenzuela","112557","""АЛБУМ""","2023-11-10","0.428","0.59","4","-7.67","0","0.0507","0.632","0.0","0.106","0.326","150.4"
"One Of Your Girls","Troye Sivan","181481","Something To Give Each Other","2023-10-13","0.629","0.654","11","-7.852","0","0.0584","0.0878","0.00655","0.22","0.799","93.034"
"BLEED","The Kid LAROI","169990","THE FIRST TIME","2023-11-10","0.566","0.417","10","-7.025","0","0.0256","0.647","0.0","0.188","0.669","174.798"
"Feuer Wasser Sturm","Niclov, Baron","136551","Feuer Wasser Sturm","2023-08-25","0.822","0.74","5","-9.163","1","0.0739","0.443","0.000893","0.0769","0.454","145.066"
"Tell the kids i love them (ft. Shiki)","Obito, Shiki","224175","Đánh Đổi","2023-10-10","0.678","0.482","2","-14.073","1","0.144","0.514","0.0","0.298","0.459","90.962"
"EXPLASAO RITMADA","Lorean, GhostyPlaya","105232","EXPLASAO RITMADA","2023-09-08","0.848","0.968","5","0.196","1","0.0761","0.0205","0.000596","0.078","0.958","130.094"
"Hoşçakal","Ati242","190976","Hoşçakal","2023-10-27","0.75","0.78","7","-5.691","0","0.212","0.0366","0.00508","0.475","0.367","140.09"
"BEKSTEJDŽ","Kali, Peter Pann, Separ","217570","BEKSTEJDŽ","2023-10-20","0.57","0.723","1","-5.232","0","0.265","0.0649","0.0","0.0726","0.331","205.854"
"Ishq Murshid (Original Score)","Ahmed Jahanzeb","333714","Ishq Murshid (Original Score)","2023-08-21","0.467","0.659","4","-7.552","1","0.0311","0.155","0.0","0.101","0.567","157.4"
"RUIDOS","Izon","154666","RUIDOS","2023-03-06","0.646","0.719","7","-5.542","0","0.146","0.454","2.43e-06","0.127","0.406","89.707"
"Hecha Pa Ti","Paloma Lomax, Dakillah","151482","Hecha Pa Ti","2023-10-20","0.673","0.76","5","-8.012","0","0.164","0.386","0.0","0.118","0.414","126.988"
"NO SLEEP $$$ (feat. Young Jonn)","Blaqbonez, Young Jonn","187368","Emeka Must Shine","2023-10-27","0.708","0.737","0","-6.679","0","0.143","0.434","0.0","0.144","0.662","113.958"
"Casablanca (feat. Morad)","Baby Gang, Bobo, Morad","274250","DELINQUENTE","2021-08-27","0.7","0.442","7","-11.873","1","0.0557","0.232","1.86e-05","0.311","0.454","120.017"
"Tigini","Kikimoteleba","172852","Tigini","2021-05-21","0.779","0.782","6","-4.699","0","0.0496","0.567","0.0","0.146","0.755","135.063"
"Ajini","Mounim Slimani","168979","Ajini","2023-02-16","0.776","0.625","2","-8.946","0","0.0845","0.236","2.13e-05","0.068","0.505","98.032"
"Lbaroud","Draganov, Inkonnu","176571","Colors","2022-04-29","0.759","0.44","11","-11.192","0","0.193","0.222","0.0","0.0859","0.175","167.825"
"Akhennouch","Furelise","163333","Euphorie","2023-11-10","0.769","0.496","2","-10.769","1","0.149","0.0658","0.00118","0.153","0.444","144.066"
"Omri","Hassa1","225230","Omri","2023-10-06","0.759","0.313","1","-14.773","1","0.0463","0.279","0.0","0.113","0.18","129.979"
"Mocro Mafia (feat. Maes)","Baby Gang, Maes","194250","INNOCENTE (Deluxe Edition)","2023-10-13","0.803","0.753","7","-4.226","0","0.222","0.169","0.0","0.0901","0.558","100.039"
"SPEDIZIONE PUNITIVA","Neima Ezza, Simba La Rue, Nko","156479","SPEDIZIONE PUNITIVA","2023-11-15","0.61","0.703","2","-8.701","1","0.269","0.128","4.83e-06","0.276","0.738","143.821"
"In Mezzo ai Guai (feat. Neima Ezza)","Vale Pain, Neima Ezza","139098","In Mezzo ai Guai (feat. Neima Ezza)","2023-05-25","0.74","0.856","6","-5.385","0","0.127","0.122","0.000115","0.184","0.467","134.957"
"永順街39號","Anson Lo 盧瀚霆","280149","永順街39號","2022-11-12","0.57","0.392","7","-8.887","1","0.0307","0.869","0.0","0.117","0.524","137.092"
"Le feu","Kendji Girac, Vianney","237160","L'école de la vie","2022-11-11","0.667","0.746","1","-4.175","1","0.0451","0.261","0.0","0.0566","0.549","88.038"
"CODE BARRE","Lacrim","241480","SALE ÉPOQUE","2023-11-08","0.524","0.846","11","-7.874","0","0.811","0.336","0.0","0.0924","0.51","79.301"
"Hecho Por Mi","Drei, It's Different, Lito Kirino, 24hrs","116053","Hecho Por Mi","2023-11-10","0.663","0.689","10","-8.498","0","0.228","0.225","8.52e-06","0.142","0.229","140.25"
"Boteteo","FABIOLA","153846","Boteteo","2022-07-22","0.886","0.616","8","-7.967","0","0.139","0.342","0.000359","0.0893","0.89","117.032"
"Un Culito","Julis La Melodia, F1 El Control, Ufology Musik","124364","Un Culito","2023-11-14","0.826","0.859","10","-3.026","0","0.0946","0.13","0.0312","0.0679","0.689","117.953"
"LDV","Dry","156600","LDV","2023-05-26","0.755","0.622","7","-6.498","0","0.219","0.358","0.0","0.14","0.105","100.03"
"Cintureo","Yoan Retro, GMBeats Degranalo","133320","Cintureo","2023-11-01","0.577","0.809","9","-2.589","1","0.273","0.223","0.0141","0.493","0.573","188.283"
"Hummer Balenci","Pepel Nahudi","133394","HUMMER BALENCI","2023-11-17","0.768","0.357","5","-11.685","0","0.0757","0.0762","0.026","0.128","0.51","116.039"
"Интро","Molec, Tодор Янкулов","89904","""АЛБУМ""","2023-11-10","0.612","0.61","2","-9.04","1","0.0641","0.332","0.0118","0.111","0.157","139.963"
"Evil Ways (feat. J. Cole)","Drake, J. Cole","227692","For All The Dogs Scary Hours Edition","2023-11-17","0.56","0.784","1","-5.304","1","0.301","0.0508","0.0","0.221","0.25","78.161"
"tình yêu có nghĩa là gì?","tlinh","133784","ái","2023-08-16","0.443","0.371","5","-12.08","0","0.0377","0.864","0.78","0.421","0.189","92.468"
"Smells Like Teen Spirit","Nirvana","301920","Nevermind (Remastered)","1991-09-26","0.502","0.912","1","-4.556","1","0.0564","2.55e-05","0.000173","0.106","0.72","116.761"
"God of Music","SEVENTEEN","205133","SEVENTEEN 11th Mini Album 'SEVENTEENTH HEAVEN'","2023-10-23","0.728","0.912","11","-2.55","0","0.167","0.0458","0.0","0.102","0.808","120.044"
"LACIVERT","Motive, Pango","235799","ECLIPSE (Original Soundtrack)","2023-11-13","0.464","0.487","3","-11.477","0","0.0836","0.808","0.000826","0.108","0.302","109.423"
"Mandy","Luc1ano, SHYDE","148137","Mandy","2023-11-17","0.669","0.608","2","-10.371","1","0.249","0.0454","0.0","0.203","0.55","144.954"
"Noite","Ivandro, Vitor Kley","211376","Noite","2023-11-17","0.809","0.555","4","-7.387","0","0.121","0.595","9.71e-05","0.0824","0.633","108.971"
"Złoty Chłopak","Gibbs, Jonatan","195652","SAFE","2023-10-24","0.769","0.663","6","-6.768","0","0.127","0.379","0.0","0.127","0.438","91.995"
"Circles","Post Malone","215280","Hollywood's Bleeding","2019-09-06","0.695","0.762","0","-3.497","1","0.0395","0.192","0.00244","0.0863","0.553","120.042"
"hope ur miserable","Victoria Nadine","145631","hope ur miserable","2023-10-27","0.622","0.595","8","-5.832","1","0.0275","0.134","0.0","0.142","0.385","110.024"
"Ballad to a Mexican Desert","Yehezkel Raz, Sivan Talmor","189120","Vol. 4 - Flying Above the Sun","2023-03-24","0.52","0.196","8","-15.24","1","0.0271","0.949","0.0502","0.364","0.285","83.964"
"После дождя","V $ X V PRiNCE","169014","Папа","2023-06-30","0.777","0.316","9","-14.394","0","0.15","0.782","0.00139","0.127","0.309","141.975"
"WHO'S NEXT","RICTA, Night Grind","145655","WHO'S NEXT","2023-11-02","0.714","0.755","0","-8.525","1","0.459","0.499","0.00189","0.138","0.386","145.058"
"RUNAWAY","OneRepublic","143264","RUNAWAY","2023-05-26","0.624","0.684","3","-5.507","0","0.0513","0.0336","0.0","0.0771","0.75","163.033"
"ليلى - كايروكي من الاستوديو","Cairokee","212000","كايروكي من الاستوديو","2020-04-30","0.688","0.387","2","-12.534","0","0.0369","0.684","0.000183","0.0671","0.328","99.998"
"kannatust","villemdrillem","177832","väljateenitud","2023-11-09","0.756","0.702","9","-6.67","0","0.0817","0.614","0.00627","0.26","0.449","103.038"
"S u m m e r t i m e","danicpeepner","195499","S u m m e r t i m e","2015-06-08","0.706","0.505","1","-8.242","1","0.0505","0.299","0.00578","0.101","0.227","132.58"
"ANGST>LIEBE","Ellice","179384","ANGST>LIEBE","2023-10-13","0.735","0.46","7","-11.697","0","0.228","0.459","0.000704","0.108","0.294","119.949"
"BANDIT","Bobby Vandamme","140508","BANDIT","2023-11-10","0.753","0.595","9","-7.718","0","0.161","0.203","0.0","0.107","0.533","95.988"
"Poslední","Ben Cristovao","253224","Poslední","2017-08-16","0.649","0.472","9","-10.363","0","0.0507","0.638","0.0","0.0947","0.298","122.917"
"MEGAVERSE","Stray Kids","185520","ROCK-STAR","2023-11-10","0.613","0.73","10","-3.645","0","0.122","0.00875","2.25e-06","0.268","0.576","160.051"
"ВАЙБИК* (Speed Up)","Pepel Nahudi","101134","HUMMER BALENCI","2023-11-17","0.632","0.594","6","-8.16","1","0.0495","0.00567","5.33e-05","0.153","0.428","88.767"
"КЛУБНЯК","THRILL PILL, Toxi$","152239","BIRTHDAY MIX 2023","2023-10-20","0.8","0.619","3","-7.358","0","0.209","0.00556","0.0457","0.0791","0.166","89.957"
"FREESTYLE 1","Dimoff","121315","FREESTYLE 1","2023-01-08","0.91","0.636","9","-10.31","1","0.651","0.13","0.0","0.0807","0.367","95.002"
"Dubula (feat. Eemoh) - Remake","Harry Cane, Master KG, DJ Latimmy, Eemoh","306909","Dubula (feat. Eemoh) [Remake]","2023-11-03","0.765","0.453","8","-9.63","1","0.059","0.00824","0.0651","0.0641","0.622","112.015"
"The Shoe Fits","Drake","374025","For All The Dogs Scary Hours Edition","2023-11-17","0.354","0.79","4","-6.758","0","0.329","0.291","0.0","0.309","0.652","74.179"
"Solo","Myles Smith","199756","Solo","2023-11-15","0.427","0.458","0","-7.157","1","0.0355","0.697","0.0","0.117","0.35","122.828"
"Red Button","Drake","160049","For All The Dogs Scary Hours Edition","2023-11-17","0.455","0.707","0","-5.765","1","0.179","0.155","0.0","0.132","0.393","114.47"
"Cắt Đôi Nỗi Sầu","Tăng Duy Tân, Drum7","182000","Cắt Đôi Nỗi Sầu","2023-09-27","0.907","0.57","9","-8.185","0","0.0532","0.771","0.0166","0.104","0.582","120.042"
"Say Don't Go (Taylor's Version) (From The Vault)","Taylor Swift","279833","1989 (Taylor's Version)","2023-10-26","0.626","0.547","4","-8.285","1","0.0342","0.0656","1.67e-05","0.149","0.192","109.946"
"11","G.E.M.","228851","11","2023-10-29","0.405","0.744","9","-4.863","1","0.0422","0.00782","0.0","0.0663","0.381","148.008"
"Steppaz","23, Shenzi Beats","152571","Kod Röd","2023-11-17","0.52","0.639","9","-9.405","0","0.286","0.148","0.0224","0.244","0.77","137.871"
"GIN","M.G.L., IDK","228000","HANNIBAL LECTER","2023-11-17","0.802","0.456","9","-9.93","1","0.0371","0.0402","0.0138","0.0983","0.164","119.957"
"Eu Sei ...","Sara Tavares","222693","Mi Ma Bo","1999-11-17","0.293","0.177","4","-10.27","1","0.0409","0.947","0.0","0.11","0.113","60.083"
"Também Sonhar","Slow J, Sara Tavares","208969","You Are Forgiven","2019-09-20","0.556","0.309","1","-9.96","1","0.296","0.782","3.42e-05","0.114","0.318","106.2"
"Coisas Bunitas","Sara Tavares","251786","Fitxadu","2017-10-27","0.75","0.599","7","-7.814","0","0.0845","0.619","0.0159","0.0988","0.544","96.033"
"Ponte de Luz","Sara Tavares","265600","Xinti","2009-05-11","0.631","0.33","2","-15.568","1","0.0297","0.906","0.0158","0.125","0.419","118.964"
"El Final - Remix","Juanfran, BANDIDO, Carlos Feria, Carlos Heredia","273473","El Final (Remix)","2023-09-15","0.681","0.866","8","-3.488","1","0.129","0.489","0.0","0.188","0.828","172.061"
"Let It Ache","Juliera","187500","Let It Ache","2023-08-27","0.477","0.741","4","-7.328","0","0.0437","0.401","0.0","0.0883","0.17","112.045"
"Goeie Man","Kevin","149368","Wonderland","2023-11-16","0.672","0.514","2","-10.904","0","0.36","0.509","8.2e-06","0.112","0.652","90.023"
"Born Fi Dis","Balloranking","150622","Ghetto Vibrations","2023-11-20","0.717","0.32","6","-13.804","1","0.288","0.574","0.0","0.0704","0.719","101.951"
"Pass me the light","Balloranking, ODUMODUBLVCK","118883","Ghetto Vibrations","2023-11-20","0.603","0.563","7","-12.53","0","0.432","0.397","0.0","0.167","0.687","132.199"
"Don Perignon","Balloranking, Shallipopi","129593","Ghetto Vibrations","2023-11-20","0.864","0.521","5","-10.926","0","0.0955","0.146","0.0","0.0744","0.377","113.064"
"Oh My Nigga","Balloranking","185991","Ghetto Vibrations","2023-11-20","0.53","0.699","2","-7.105","1","0.26","0.142","0.0","0.0825","0.76","94.401"
